OBJECTID,FEATURE,DATE_MOD,OWNER,OWNER_NAME,OPERATOR,CLASS,LINE_NAME,RR_TYPE1,RR_TYPE2,RR_TYPE3,GDB_SUBTYP,GISCODE,Subdivisio,MP_From,MP_To,Direction,Station_To,Station__F,Comments,Trk_Name,HAUL_RIGHT,TRACK_RIGH,STRACNET,ELECTRIFIC,WEIGHT_LIM,PARENT_CO,BUS_FID_Le,ShapeSTLength
225,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,489.73098395,1606.96253418557
226,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,340.63317563,1117.72534763748
227,MultipleTrack,2010-02-05T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,0, , , , ,Track 2,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,66247.5868221,217386.959575742
228,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,5842.2385677,19161.5781921571
229,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,3888.21895287,12755.6050344678
230,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,7622.47494544,25002.6066764171
231,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,8948.7488143,29351.6841778723
232,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,4641.21067959,15226.359215185
233,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,2541.05050432,8336.25363595876
234,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,11070.527333,36314.3702889688
235,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,17730.0855554,58148.1068142524
236,MultipleTrack,2006-04-25T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,LIRR MAIN LINE,COMM,C3,NA,3,151070211,Main Line,0,94.30000305,East,Greenport,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,425.41511526,1395.43888424656
237,MultipleTrack,2006-04-25T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,LIRR MAIN LINE,COMM,C3,NA,3,n/a,Main Line,0,94.30000305,East,Greenport,Penn Station, ,AH Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,620.98679751,2037.25547845257
238,Siding,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,174.14407448,571.345779331106
239,Siding,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,133.10202741,436.691934271213
240,MultipleTrack,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,LIRR MAIN LINE,COMM,C3,NA,3,n/a,Main Line,0,94.30000305,East,Greenport,Penn Station, ,YA Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,701.5488918,2301.69538511955
241,SingleTrack,2006-03-29T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,CENTRAL BRANCH,COMM,C3,NA,3,150770271,Central,28.70000076,35.90000153, ,Bellmont Junction,Bethpage, ,Main,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,4711.79562687,15461.1487823758
242,Siding,2006-04-24T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0, ,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,467.37754665,1533.4438083591
243,Siding,2008-12-05T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,LIRR MAIN LINE,C3,NA,NA,1,n/a,Main Line,0,0, ,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,229.2946351,752.304418324268
244,MultipleTrack,2008-01-25T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,CENTRAL BRANCH,COMM,C3,NA,3,150770271,Central,28.70000076,35.90000153, ,Bellmont Junction,Bethpage, ,Main,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,884.67284239,2902.96362322384
245,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , , ,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,233.89137765,767.406021367261
246,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , , ,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,318.9545096,1046.50087705227
247,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , , ,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,294.70078225,966.923849845904
248,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , , ,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,287.02855278,941.7508763059
249,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , , ,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,268.08181744,879.585623970649
250,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , , ,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,298.10304744,978.086402631793
251,MultipleTrack,2006-04-21T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,LIRR MAIN LINE,COMM,C3,NA,3,151070211,Main Line,0,94.30000305,East,Greenport,Penn Station, ,Mainline 1,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,11429.2898875,37504.8420743916
252,SingleTrack,2006-03-30T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,PORT JEFFERSON BRANCH,COMM,C3,NA,3,150670261,Port Jefferson,0,0, , , , ,Main,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,402.2693801,1320.00149703164
253,SingleTrack,2006-03-30T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,PORT JEFFERSON BRANCH,COMM,C3,NA,3,150670261,Port Jefferson,0,0, , , , ,Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,1678.37229134,5507.37136402315
254,Yard,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,MONTAUK YARD,COMM,C3,NA,3,n/a,Montauk,0,0, , , , ,Track 1,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,490.1723191,1607.52194648213
255,Yard,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,MONTAUK YARD,COMM,C3,NA,3,n/a,Montauk,0,0, , , , ,East Wye,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,186.36660717,611.190291618507
256,Yard,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,MONTAUK YARD,COMM,C3,NA,3,n/a,Montauk,0,0, , , , ,Tail Track,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,102.3987399,335.817375908084
257,Yard,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,MONTAUK YARD,COMM,C3,NA,3,n/a,Montauk,0,0, , , , ,Track 3,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,522.84410875,1714.6691867405
258,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,349.49162184,1146.79262820988
259,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,361.4844177,1186.14477133791
260,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,392.88505992,1289.17995774596
261,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,390.01589,1279.76539633163
262,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,340.45126888,1117.12808587114
263,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,351.1880933,1152.35896248478
264,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,421.20024312,1382.09110490355
265,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,421.44992911,1382.91050810513
266,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,423.86828859,1390.8458452841
267,Yard,2006-04-07T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,BABYLON YARD,COMM,NA,NA,2,n/a,Montauk,0,0, , , , , ,n/a,n/a,N,R,263,Metropolitan Transportation Authority,421.87105362,1384.29221570183
268,Yard,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,MONTAUK YARD,COMM,C3,NA,3,n/a,Montauk,0,0, , , , ,Track 4,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,405.11330712,1328.570240792
269,Yard,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,MONTAUK YARD,COMM,C3,NA,3,n/a,Montauk,0,0, , , , ,Track 5,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,619.08754814,2030.30015316635
270,Yard,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,MONTAUK YARD,COMM,C3,NA,3,n/a,Montauk,0,0, , , , ,Track 6,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,232.25442709,761.678955531795
271,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , ,Wye Tail,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,277.09398538,909.157148716117
272,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,222.94104245,731.478382014527
273,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , ,East Leg Wye,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,333.57148459,1094.46169524642
274,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , ,5 West,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,301.7853196,990.173153074811
275,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , ,4 Lead,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,669.68971374,2197.28466413798
276,Yard,2006-03-31T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,PORT JEFFERSON YARD,COMM,C3,NA,3,n/a,Port Jefferson,0,0, , , , ,4 West,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,237.04996512,777.772958470951
277,MultipleTrack,2006-04-19T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,900.57078767,2954.76903042385
278,MultipleTrack,2006-04-19T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,School House Track,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,499.21208139,1637.91142282556
279,MultipleTrack,2006-04-19T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,North Track,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,401.62126646,1317.7190711002
280,MultipleTrack,2006-04-19T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Controlled Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,590.83537906,1938.42025702701
281,MultipleTrack,2006-04-19T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,590.50877449,1937.34869797405
282,SingleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,5495.60846048,18029.8209269856
283,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,n/a,Montauk,0,115.09999847,East,Montauk,Penn Station, ,MO Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,756.49744821,2481.85857690351
284,MultipleTrack,2006-04-20T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,3,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,115.09999847,East,Montauk,Penn Station, ,Single Main,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,756.24224934,2481.0213172853
285,MultipleTrack,2010-02-05T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,4,MONTAUK BRANCH,COMM,C3,NA,3,54,Montauk,0,94.30000305, ,Greenport,Penn Station, ,Track 1,n/a,NYAR,N,R,263,Metropolitan Transportation Authority,65611.5739711,215299.742446357
286,Siding,2008-11-25T00:00:00.000Z,LIRR,Long Island Rail Road,LIRR,1,CENTRAL BRANCH,C3,NA,NA,7,n/a,Central,0,0,n/a,n/a,n/a, ,Industrial Siding,n/a,NYAR,N,N,263,Metropolitan Transportation Authority,97.72563039,320.67708826001
287,Siding,2008-11-25T00:00:00.000Z,NYSDOT,New York State Department of Transportation,LIRR,3,CENTRAL BRANCH,C3,NA,NA,1,n/a,Central,28.70000076,35.90000153, ,Bellmont Junction,Bethpage, ,Industrial Siding,n/a,NYAR,N,N,263,n/a,58.93137558,193.375625026329
288,SingleTrack,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1,86,US Rail,0,0, ,Yaphank,Yaphank, , ,n/a,n/a,N,N,286,n/a,872.68072566,2863.1861944578
289,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,814.97539065,2673.86018712349
290,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,789.44736243,2590.10494288807
291,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,357.54201315,1173.06351498691
292,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,546.41810815,1792.74889529615
293,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,619.71198712,2033.21878771707
294,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,406.38017231,1333.29662450509
295,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,61.13975288,200.594237731621
296,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,40.34169712,132.357514216905
297,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,39.46338103,129.475545225776
298,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,274.3524523,900.125795636126
299,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,242.27064788,794.868031983769
300,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,206.38261242,677.122871057995
301,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,121.53215086,398.735990470505
302,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,191.85564232,629.460992625995
303,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,38.51680823,126.370026501001
304,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,39.9174237,130.965498725743
305,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,42.1173352,138.183050359012
306,Yard,2011-12-08T00:00:00.000Z,USR,"US Rail New York, LLC",USNY,2,Brookhaven Rail Terminal,TERM,NA,NA,1, ,US Rail,0,0, , , , , ,n/a,n/a,N,N,286,n/a,30.69779233,100.716842871935
307,Siding,2006-04-24T00:00:00.000Z,TOWN,Town of Riverhead,NYAR,1,Calverton Spur,C3,NA,NA,1,n/a,Calverton Spur,0,0, , , , ,Main Spur,n/a,n/a,N,N,263,Anacostia & Pacific Railway Co.,3956.72879666,12980.9300916764
308,Siding,2006-04-24T00:00:00.000Z,TOWN,Town of Riverhead,NYAR,1,Calverton Spur,C3,NA,NA,1,n/a,Calverton Spur,0,0, , , , ,Industrial Siding,n/a,n/a,N,N,263,Anacostia & Pacific Railway Co.,517.17697272,1696.72503448937
